movie,title,code,content
conclave,"Ojai Playhouse Reopens as State-of-the-Art Coastal Showcase for Oscar Contenders, Revival Films and Live Shows, After 10-Year Closure",CCI,The city of Ojai has a long-established reputation as one of California’s most quintessentially laid-back small towns. But residents and frequent visitors who have a love for movies may actually have… [+12281 chars]
heretic,The directors of A24's new horror film used their movie to slam Hollywood's 'weird' use of AI,CCI,"A24's new horror movie ""Heretic"" is a terrifying rumination on faith and belief. But writer-directors Scott Beck and Bryan Woods are far less afraid of a sadistic Hugh Grant than they are of somethin… [+3026 chars]"
heretic,The directors of A24's new horror film used their movie to slam Hollywood's 'weird' use of AI,CCI,"Hugh Grant in ""Heretic""Kimberley French/A24""Heretic,"" the newest horror movie from indie studio A24, doesn't use any generative AI.Filmmakers Scott Beck and Bryan Woods made sure to put that disclaim… [+149 chars]"
gladiator_ii,The Real History Behind Ridley Scott's 'Gladiator II' and Life as a Fighter in the Ancient Roman Arena,CCI,"To mark the opening of the Colosseum in 80 C.E., the Roman emperor Titus staged a staggering spectacle, flooding the arena with water and bringing in horses and bulls and some other domesticated anim… [+15990 chars]"
gladiator_ii,The Shopping Method That Isn’t Going Anywhere,CCI,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.J.… [+7318 chars]"
venom,Venom: The Last Dance omitted the greatest Thor cameo in ancient literature,CCI,"Very early in the runtime of Venom: The Last Dance, the villainous Knull (Andy Serkis) monologues about his origin for the audience, explaining that an ancient encounter with a god of light caused hi… [+3653 chars]"
conclave,"‘Conclave’ Screenwriter Peter Straughan on That Wild Ending, and Why ‘The Goldfinch’ Movie Was ‘a Mistake from the Beginning’",FCT,"Editor’s Note: The following story contains major spoilers for the movie “Conclave,” now in theaters.  British screenwriter and playwright Peter Straughan is likely looking at a Best Adapted Screenpl… [+9873 chars]"
wicked,A Popular Movie Chain Issues WARNING to Those Seeing ‘Wicked’ Soon,FCT,"Get ready to defy gravity!  ©Universal  Universal’s Wicked is debuting in theaters on November 22nd, 2024 and the hype is real! The epic musical fantasy is a screen adaptation of the wildly popular s… [+2360 chars]"
gladiator_ii,‘You’re Dead Wrong’: Ridley Scott Defends Gladiator II Scene That’s Already Getting Hate Online Over Accuracy,FCT,"More than two decades after one of the best movies of the 2000s   Gladiator swept the Oscars and transformed historical epics, director Ridley Scott is bringing audiences back to ancient Rome with th… [+3495 chars]"
heretic,‘Yellowjackets’ Star Sophie Thatcher Covers A Bob Dylan Classic For A24’s ‘Heretic’,FCT,"Heretic is A24’s new horror film starring Hugh Grant as a creepy… what more do you need? It’s Hugh Grant! From Paddington 2! In an A24 horror movie! The film, about two missionaries who must prove th… [+1067 chars]"
here,All the Songs in the Tom Hanks Movie ‘Here’,FCT,"Here is here.  And Robert Zemeckis latest technologically innovative drama stars his Forrest Gump team of Tom Hanks and Robin Wright, this time embodying a couple living in a house. The angle of the … [+6159 chars]"
wicked,Breaking Down Wicked’s Iconic Songs With Composer Stephen Schwartz,FCT,"The Wicked Witch of the West has been a fixture in American culture for nearly 125 years. After coming to life in 1900 with L. Frank Baums novel The Wonderful Wizard of Oz, she rose to prominence ons… [+9359 chars]"
conclave,Conclave Ending Explained: Breaking Down The Shocking Twist And What Director Edward Berger Has To Say About It,FCT,"Spoiler Warning! The following article contains major spoilers for the Conclave ending. If you have yet to see Edward Berger’s papal thriller and don’t want the masterful twist ruined, please come ba… [+6464 chars]"
conclave,Conclave' director says controversial scenes in movie about papal elections 'not a takedown of the church',FCT,"EXCLUSIVE - ""Conclave"" director Edward Berger's new movie about the secretive papal election process could bring surprises and shocks to traditional Catholics.  Starring a powerhouse cast, including … [+7974 chars]"
gladiator_ii,Does ‘Gladiator II’ Have A Post-Credits Scene?,FCT,"Paul Mescal in ""Gladiator II.""  Paramount Pictures/Aidan Monaghan  Ridley Scotts Gladiator IIthe long-awaited sequel to Gladiator starring Paul Mescal, Denzel Washington, Connie Nielsen and Pedro Pas… [+2914 chars]"
wicked,Does ‘Wicked’ Have A Post-Credits Scene?,FCT,"Ariana Grande and Cynthia Erivo in ""Wicked.""  Universal Pictures  WickedCynthia Erivo and Ariana Grandes movie adaptation of the classic Broadway musicalis new in theaters. Is there a scene during th… [+2843 chars]"
gladiator_ii,Does Gladiator 2 Have a Post-Credits Scene?,FCT,"By now, you know the deal: Almost every big movie production focused on becoming a box office hit includes a post-credit scene to tease the coming of another project. As it turns out, Gladiator II ch… [+2449 chars]"
heretic,Does Hugh Grant’s Horror Thriller ‘Heretic’ Have A Post-Credits Scene?,FCT,"Hugh Grant in ""Heretic.""  A24  Heretica horror thriller starring Hugh Grantis new in theaters. Does the film have a post-credits scene that tells viewers anything more?  Written and directed by Scott… [+2599 chars]"
wicked,Does WICKED Have A Post-Credits Scene? Here's Your Spoiler-Free Answer,FCT,"Around the same time Universal Pictures decided not to heavily market Wicked as a musical (which has become the norm in recent years), ""Part One"" was also dropped from the movie's subtitle.   There's… [+3046 chars]"
red_one,‘Red One’ Release Plans Include HDR By Barco,FCT,"Amazon MGM Studios’ “Red One” will open in theaters in formats including HDR by Barco, as part of a pre-release program for the Belgian cinema tech developer’s new HDR-capable premium line of theater… [+1346 chars]"
gladiator_ii,Do you need to watch 'Gladiator' before seeing the sequel? What to remember,FCT,"Its been nearly 25 years, but the Oscar-winning Gladiator is back! Or, at least, a sequel is!   True, ""Gladiator"" star Russell Crowe cant return as Maximus (for obvious reasons), but Gladiator II  is… [+4016 chars]"
wicked,Is ‘Wicked’ for kids? What to know,FCT,"""The Wizard of Oz"" is a tried-and-true family musical classic.   More than 80 years later, ""Wicked,"" a prequel to the beloved film based on the Broadway musical of the same name, will hit theaters on… [+2923 chars]"
gladiator_ii,"Sound & Screen Film Underway With Hans Zimmer, Diane Warren, Harry Gregson-Williams, Kris Bowers, John Debney & More",FCT,"The latest edition of Deadline’s Sound &amp; Screen Film, the event where we shine a spotlight on some of the most intriguing and captivating scores heading into this year’s awards season, is underwa… [+3304 chars]"
gladiator_ii,The 7 Big Ways Gladiator II Connects to Gladiator,FCT,"Gladiator II (or Gladiator 2, if you prefer Arabic numerals) welcomes movie fans back to the arena 24 years after the release of Gladiator, with director Ridley Scott once again behind the camera for… [+3857 chars]"
gladiator_ii,The Monkey Is the Secret Hero of Gladiator II,FCT,"Warning: This post contains spoilers for Gladiator II.  You don't notice one of the most important characters in Gladiator II until late in the runtime of Ridley Scott's latest feature, out Nov. 22. … [+4912 chars]"
venom,Venom 3 Easter eggs: all the Marvel references and deep cuts in The Last Dance explained,FCT,"Venom: The Last Dance is finally here, and, as you might expect, there are plenty of Easter eggs to sink your symbiote teeth into.   Picking up in the aftermath of Spider-Man: No Way Home and Venom: … [+6191 chars]"
venom,Venom: The Last Dance Has A Blink-And-You'll-Miss-It Ghostbusters Easter Egg (I Totally Did),FCT,"Minor spoilers for Venom: The Last Dance lie ahead, so read at your own discretion.  The time has come, as Eddie Brock and his mischievous, alien symbiote are taking their final ride in   Venom: The … [+3633 chars]"
venom,"VENOM: THE LAST DANCE: 8 Easter Eggs, References, And Cameos You Might Have Missed - SPOILERS",FCT,"Venom: The Last Dance hasn't received much in the way of critical acclaim, but for the most part, fans do appear to be enjoying Sony Pictures' latest Marvel movie.   Despite taking some major liberti… [+5430 chars]"
wicked,Wicked post-credits: Is there a Wicked Part One post-credits scene?,FCT,"Wicked has now flown into theaters as we learn the untold stories of the witches of Oz. Directed by Jon M. Chu, this epic adaptation of the beloved stage musical covers the first half of the story, r… [+1874 chars]"
conclave,‘Conclave’: How the Striking Umbrellas Shot Was Designed to Convey a Sense of Relentless ‘Forward Movement’,FCT,"The Vatican-set mystery Conclave opened in theaters today, but one single shot has been the talk of moviegoers all season on the film festival circuit. Late in the film, we see dozens of Catholic car… [+3466 chars]"
gladiator_ii,"‘Gladiator II’ Review: Compelling, Ridiculous and Uproariously Pleasurable",FCT,"Paul Mescal and Pedro Pascal in Gladiator II.Aidan Monaghan/Courtesy of Paramount Pictures  Much like its predecessor, Gladiator II is a spectacle in the same way the glorious, bloody battles in Rome… [+5309 chars]"
gladiator_ii,‘Gladiator II’ Review: Paul Mescal Enters the Colosseum in a Dull Retread of the Original,FCT,"Released in the last year of the 20th century, Ridley Scott’s “Gladiator” paid tribute to Hollywood’s past by embracing the tools of its future. The film’s sheer grandeur could only be accomplished b… [+8936 chars]"
gladiator_ii,‘Gladiator II’ Reviews: How Do Critics Compare Sequel To Original?,FCT,"Paul Mescal in ""Gladiator II.""  Paramount Pictures  Ridley Scotts Gladiator IIstarring Paul Mescal, Denzel Washington, Pedro Pascal and Connie Nielsenis new in theaters. Do critics think it is as goo… [+3861 chars]"
here,‘Here’ Review: ‘Forrest Gump’ Filmmaker Robert Zemeckis Reunites With Tom Hanks & Robin Wright For Complex Family Story Stuck Somewhere In Time – AFI Fest,FCT,"Robert Zemeckis clearly has a thing for time – past, present, and Back To The Future. With a filmography that also includes films like Polar Express and especially his Oscar winning Best Picture Forr… [+6271 chars]"
here,"‘Here’ Review: Robert Zemeckis Rues Time Lost, Gained, and Wasted with a De-Aged Tom Hanks and Robin Wright",FCT,"Life isn’t too short — it’s long, as Robert Zemeckis’ brisk, inventive, and earnest latest experiment, “Here,” ponders in an hour and 40 minutes that span multiple centuries and lifetimes unfolding o… [+9541 chars]"
wicked,‘Wicked’ review: Decent movie adaptation doesn’t defy gravity without second half,FCT,"movie reviewRunning time: 160 minutes. Rated PG (some scary action, thematic material and brief suggestive material). In theaters.  Who can say if Wicked has been changed for the better?  I do believ… [+4726 chars]"
wicked,‘Wicked’ Review: Jon M. Chu’s Massive Musical Adaptation Defies Gravity (and Logic) to Spin a Tale Mostly for Established Fans,FCT,"It’s Musicals Week at IndieWire. With “Wicked” about to sparkle over theaters, we’re celebrating the best of the movie-musical genre.  We’ll get the big question out of the way first: Do you need to … [+8939 chars]"
a_real_pain,"‘A Real Pain’ Review: Heartfelt, Full of Pain, Laced With Humor and Remarkable",FCT,Kieran Culkin and Jesse Eisenberg in A Real PainCourtesy of Searchlight Pictures  The Jewish tradition of placing stones on the grave markers of the deceased as a form of respect and remembrance beco… [+4062 chars]
venom,‘Venom: The Last Dance’ Review: Brainless and Disjointed,FCT,Venom (voiced by Tom Hardy) Courtesy of Sony Pictures  The Venom film series is one of the weirder phenomena to emerge from the superhero movie boom. Based on the popular Spider-Man villain-turned-an… [+5127 chars]
pageant,"‘Hits All The Right Notes’: Critics Have Seen The Best Christmas Pageant Ever, And They’re Feeling The Holiday Spirit",FCT,"Halloween has passed, which means we’re now entering the holiday portion of our 2024 movie calendar  . Television as well is full of upcoming Christmas movies   to choose from, and thankfully it look… [+5028 chars]"
pageant,‘The Best Christmas Pageant Ever’ Review: Town Terrors Get Tamed in a Fresh Take on the Kid-Lit Classic,FCT,"Initially a magazine short story, then expanded to novel form in 1972, Barbara Robinson’s “The Best Christmas Pageant Ever” has remained a holiday staple ever since. Its enjoyable central conceit of … [+4563 chars]"
a_real_pain,A Real Pain Is Excruciatingly Tense And Powerful {Review},FCT,"Posted in: Movies, Review | Tagged: a real pain, jesse eisenberg, Kieran Culkin  A Real Pain is painfully tense and hard to watch in some parts, in all the best ways. A shoo-in come awards season.  A… [+3774 chars]"
a_real_pain,A REAL PAIN Review: Dueling Character Studies on Unusual Road Trip,FCT,"Over more than two decades, Jesse Eisenberg has been a singular onscreen presence, delivering a series of memorable, memorably idiosyncratic performances, including an early standout role in Noah Bau… [+4458 chars]"
venom,"As ‘Venom: The Last Dance’ Arrives, It’s Time to Let Post-Credits Scenes Take Their Final Bow",FCT,[Editor’s note: The following post contains spoilers for both “Venom: The Last Dance” and its post-credits scenes.]  The wacky “Venom” franchise has stood out among the crowded superhero milieu for v… [+7327 chars]
conclave,Conclave Review: The Picking of a Pope Becomes Fascinating Viewing — Seriously,FCT,"Conclave begins with a death, but while the Ralph Fiennes-starring movie isn’t a murder mystery, director Edward Berger’s follow-up to 2022’s All Quiet on the Western Front almost treats it that way.… [+5132 chars]"
wicked,"Fantastical trains, eternal sunsets and 9 million tulips: How Wicked recreates the stage show's magic",FCT,"Last year might have been awash in bright Barbie pink but 2024 is adding a green tinge. First, it was Charli XCX who saturated our screens with a lurid Brat green. Now, the long-awaited film adaptati… [+9574 chars]"
gladiator_ii,Gladiator II Star Praises Ridley Scott's Unmatched Stylistic Skills,FCT,"Posted in: Movies, Paramount Pictures | Tagged: film, Gladiator, gladiator ii, Paramount Pictures, paul mescal, ridley scott  Gladiator II star Paul Mescal shares his thoughts on what it was like to … [+2513 chars]"
gladiator_ii,Gladiator II' is a messy successor that delivers better spectacle than sensibility,FCT,"Paul Mescal as Lucius in ""Gladiator II.""Aidan Monaghan/Paramount Pictures  <ul><li>""Gladiator II"" is a sequel to Ridley Scott's 2000 film ""Gladiator"" starring Russell Crowe.</li><li>The new movie wor… [+5165 chars]"
gladiator_ii,Gladiator II': Are you not entertained? Still? Again? Some more?,FCT,"Paul Mescal plays Lucius in Gladiator II.  Aidan Monaghan/Paramount Pictures  The new film Gladiator II is a sequel to Gladiator, Oscar-winning swords-and-sandals blockbuster that starred Russell Cro… [+442 chars]"
heretic,Heretic Cast & Character Guide,FCT,"Heretic's cast may be small, giving the actors in the film plenty of room to bring their characters to life. Directed and written by A Quiet Place scribes Scott Beck and Bryan Woods, the thriller is … [+5451 chars]"
heretic,Heretic Ending Explained by the Filmmakers,FCT,"In Reeds final thesis, the one true religion is control, and he has exerted absolute control over the women in his basement, essentially making him a god. The trouble is, he wasnt actually able to co… [+1763 chars]"
heretic,Heretic Ending Explained: Why Did Mr. Reed Keep Barnes And Paxton Captive?,FCT,"SPOILER WARNING: The following article gives away everything that happens in the Heretic ending, so we pray you have already seen the film before you continue reading.  Belief is a powerful thing. Th… [+6595 chars]"
heretic,Heretic Ending: Mr. Reed's Motives Explained By Co-Director,FCT,"The following article contains spoilers for Heretic.  Heretic co-director explains the motive of Hugh Grant's diabolical antagonist, Mr. Reed. The A24 psychological thriller stars Sophie Thatcher as … [+4673 chars]"
heretic,HERETIC Spoilers: A24's Religious Horror Starring Hugh Grant Ends On A Shocking Note,FCT,"A24's latest twisty chiller, Heretic, is now in theatres, and we're breaking down what happens in the final act of the critically-acclaimed religious horror flick.  Written and directed by Scott Beck… [+3325 chars]"
heretic,Heretic Star Chloe East on the A24 Horror Thriller’s ‘Polarizing’ Ending,FCT,"Warning: This post contains spoilers for Heretic.  When two young Mormon missionaries find themselves locked in a menacing battle of wills with a suave but sinister stranger, the tenets of their fait… [+6461 chars]"
heretic,Heretic: What Did You Think?,FCT,"A24’s Hugh Grant horror movie Heretic has received a wide theatrical release, and we’re interested to hear: what did you think of the movie?  The A24 horror film Heretic  , which is coming our way fr… [+2024 chars]"
heretic,Heretic’s directors unpack its ambiguous ending,FCT,"The ending of Scott Beck and Bryan Woods’ horror movie Heretic comes as a surprise: It’s a silent, transcendent moment after a tense, dialogue-heavy story. (End spoilers ahead, as the headline sugges… [+6874 chars]"
heretic,How 'Heretic's Sound Team Plays with Fear and Silence,FCT,"In a film where every bump, word, and moment of silence carries weight, sound becomes more than just background noise. It's part of the tension built into every scene, like the creaking foundation of… [+15386 chars]"
heretic,“Heretic” Credits Include ‘No A.I.’ Statement,FCT,The new Hugh Grant-led horror film “Heretic” is so far drawing stellar reviews with a 93% (7.5/10) on Rotten Tomatoes ahead of its release in cinemas this Friday.  “A Quiet Place” screenwriters Scott… [+1645 chars]
heretic,A24 Film ‘Heretic’ Features ‘No Generative AI’ Disclaimer,FCT,"Upcoming A24 horror film Heretic, starring Hugh Grant, will carry a disclaimer in its credits stating that no generative AI was used in the making of this film.  According to an interview with the fi… [+2254 chars]"
gladiator_ii,Everything You Need to Remember From Gladiator Before Gladiator 2,FCT,"With Gladiator II, director Ridley Scott returns to ancient Rome to entertain us with one more epic tale filled with strength and honor. However, as a direct follow-up to 2000s Gladiator, the sequel … [+4705 chars]"
gladiator_ii,"I Finally Watched Gladiator In Advance Of Gladiator II, And I Have Thoughts About The Best Picture-Winning Epic",FCT,"We all have holes in our pop culture awareness. As a film critic, I generally feel that I have a professional responsibility to fill my personal holes… but there are only so many hours in a day, and … [+6577 chars]"
wicked,Judy Garland’s Daughter Lorna Luft Praises ‘Wicked’ for Honoring ‘The Wizard of Oz’ Legacy: Director Jon M. Chu Is a ‘Genius’,FCT,"According to late “The Wizard of Oz” icon Judy Garland’s daughter Lorna Luft, “Wicked” is defying filmmaking gravity.   Luft, who is the daughter of Garland and Sidney Luft and half-sister of Liza Mi… [+2712 chars]"
gladiator_ii,Not so entertained. The highs and lows of Gladiator II,FCT,"Alien. Blade Runner. Black Hawk Down: At his directorial best, few can compete with Ridley Scott. His filmmaking commands our attention and ratchets up the intensity, while taking us to a world we've… [+4976 chars]"
wicked,"With ""Wicked,"" director Jon M. Chu writes his own story",FCT,"Jon M. Chu, director of the upcoming film Wicked, discusses the film during the Universal Pictures and Focus Features presentation at CinemaCon 2024 in Las Vegas.  Chris Pizzello/Chris Pizzello/Invis… [+3530 chars]"
heretic,"With Heretic, directors Scott Beck and Bryan Woods want to scare the hell out of you",FCT,"Scott Beck and Bryan Woods have tackled deadly aliens in A Quiet Place, vicious dinosaurs in 65, and the titular mythical creature in The Boogeyman. For their next act, the duo challenged themselves … [+13294 chars]"
wicked,Wicked review: a stunning film adaptation that avoids all the usual pitfalls of moving musicals from the stage to the screen,FCT,The journey from successful stage musical to big-screen adaptation is rarely truly successful. From director Joshua Logan’s use of coloured filters in the 1950s adaptation of South Pacific (which loo… [+6253 chars]
wicked,Wicked Review: One of 2024’s Most Entertaining Blockbusters,FCT,"It has taken Wicked 20 years to make it to the big screen. Though speculation could abound for days about why that was, the first film in this two-part adaptation proves that it was worth the wait. E… [+5280 chars]"
wicked,"Wicked Soars, Roars, and Casts a Heady Spell",FCT,"There is some tricky calculus to be done when bringing a hit stage musical to the screen. Timing, talent, and interest in the property beyond the scope of musical obsessives all must be factored in. … [+5582 chars]"
pageant,‘The Best Christmas Pageant Ever’ Review: A Faith Based Family Holiday Comedy That Knows The True Meaning Of A Christmas Movie,FCT,"There is a reason certain Christmas movies stand the test of time and return year after year, and also a reason the Hallmark-style factory-made product is easily forgotten. It’s a Wonderful Life, Whi… [+4303 chars]"
pageant,‘The Best Christmas Pageant Ever’ Review: Hey! Unto You a Great Christmas Movie Is Born!,FCT,"If theres one thing the world needs, its yet another Christmas movie. That probably sounds sarcastic, but I mean it. The endless deluge of Christmas films, year after year, has watered the holiday do… [+5962 chars]"
venom,METAL GEAR SOLID Creator Hideo Kojima Shares A Very Telling Review Of VENOM: THE LAST DANCE,FCT,"With a terrible 37% score on Rotten Tomatoes, Venom: The Last Dance is no critical darling. Fans seem to have enjoyed it more (it has 80% on the review aggregator's ""Popcornmeter""), but what about Me… [+2649 chars]"
here,Movie Review: An unmoving camera and de-aging technology make 'Here' with Tom Hanks painful to watch,FCT,"Robert Zemeckis' latest movie is insanely ambitious, starting with the dinosaurs and ending in present day with the Roomba. But it's fixed on just one spot.  Here reunites Zemeckis, screenwriter Eric… [+4551 chars]"
gladiator_ii,"Review: ‘Gladiator II’ big, entertaining and messy",FCT,"On the one hand, “Gladiator II” feels unnecessary.  Of course, pricey sequels — and big-budget films in general — rarely feel necessary.  Even keeping that in mind, if there’s a movie that has not cr… [+4751 chars]"
gladiator_ii,"Review: ‘Gladiator II’ brings valor, strength, and honor to the big screen in cinema",FCT,"Paul Mescal plays Lucius in 'Gladiator II.' Photo Courtesy of Paramount Pictures.  “Gladiator II,” directed by Ridley Scott, stars Paul Mescal, Pedro Pascal, Denzel Washington, Connie Nielsen, Lior R… [+2786 chars]"
heretic,Review: ‘Heretic’ delivers a new brand of extremism,FCT,A scene from 'Heretic' courtesy of TIFF  Heretic is a thrilling debate between opposing religious beliefs that turns malicious when one side proves determined to win at all costs.  The world is fille… [+3297 chars]
wicked,"Review: ‘Wicked: Part I’ is fanciful, vibrant and incomplete",FCT,"A scene from 'Wicked' courtesy of Universal Studios  Wicked: Part I is the Wicked Witch of the Wests origin story, demonstrating she wasnt always Ozs enemy.  Evil exists in all places and in many for… [+4662 chars]"
heretic,Review: HERETIC is a Gripping Tale of Faith Tested By Evil,FCT,"Heretic is a movie Ive been looking forward to watching, especially because, having served a mission for the Mormon Church a long time ago, I was intrigued to see how Hollywood would tackle the exper… [+3181 chars]"
pageant,Review: The Best Christmas Pageant Ever,FCT,"First published as a short story in McCalls magazine before being turned into a novel in 1972, the new feature film adaptation The Best Christmas Pageant Ever is the kind of feel-good, mildly Christi… [+2308 chars]"
gladiator_ii,Ridley Scott’s Gleefully Gonzo Gladiator II Is Bigger Than Its Predecessor – But Not Better [Review],FCT,"Warning: The following article contains mild spoilers for Gladiator II.  Let’s address the elephant in the room or rather, the rhino the arena up front: Gladiator II isn’t anywhere near as good as it… [+5896 chars]"
here,Technique and story don't quite mesh in the Tom Hanks movie 'Here',FCT,"Tom Hanks and Robin Wright in Here.  Sony Pictures  What if you spent eternity in one living room? That's the premise of Here, a new drama starring Tom Hanks and Robin Wright as a married couple whos… [+274 chars]"
pageant,The Best Christmas Pageant Ever,FCT,Barbara Robinsons 1972 book about the worst children in the world taking all the lead roles in a church Christmas pageant has been lovingly adapted by director Dallas Jenkins into a warm-hearted film… [+5317 chars]
heretic,"The ending of 'Heretic' is intense — and ambiguous. The filmmakers break down the twist, that final shot, and Hugh Grant's Jar Jar Binks impression",FCT,"Sophie Thatcher and Chloe East star in ""Heretic.""Kimberley French/A24""Heretic,"" Scott Beck and Bryan Woods' new A24 horror movie, has an ambiguous ending.Hugh Grant stars as creepy Englishman Mr. Ree… [+149 chars]"
heretic,"The ending of 'Heretic' is intense — and ambiguous. The filmmakers break down the twist, that final shot, and Hugh Grant's Jar Jar Binks impression.",FCT,"Is there a god? Is there an afterlife? What happens when we die? These are some of the lofty questions at the heart of ""Heretic.""  The A24 movie, written and directed by filmmakers Scott Beck and Bry… [+12540 chars]"
gladiator_ii,The finale of 'Gladiator II' is a homage to the first film. Here's what it could mean for a future sequel.,FCT,"""Gladiator II"" doesn't end on a cliffhanger, but there may still be room for another sequel.  The new movie battles with ""Wicked"" for the top spot at the box office this week after both films premier… [+4149 chars]"
heretic,"The Team Behind Heretic Talks That Ending, The Book of Mormon, and Monopoly",FCT,"Anyone who saw Heretic this weekend has probably been unable to shake it. Hugh Grant, as the creepy Mr. Reed, putting a pair of Mormon missionaries on a journey to test their faiths is both fascinati… [+10562 chars]"
venom,Venom: The Last Dance review: a disappointing finale for Sony’s Spidey villain franchise,FCT,"Venom: The Last Dance is a comic book movie in need of a real, present villain. The closest the film comes to that is Knull (Andy Serkis), a literal being of darkness whose relationship with the very… [+5385 chars]"
venom,VENOM: THE LAST DANCE Spoiler Discussion & Poll: How Would You Rate The Lethal Protector's Threequel?,FCT,"Venom: The Last Dance is now playing in theaters and, while this franchise has divided fans from the start, all signs point to Tom Hardy's supposed farewell to the role being a hit for Sony Pictures.… [+2072 chars]"
venom,Venom: The Last Dance' is a fun and fitting farewell to Tom Hardy's alien antics (review),FCT,"With the exception of James Gunn's ""Guardians of the Galaxy"" trilogy, few Marvel-based superhero films of recent memory have cultivated the wicked charm, gallows humor, and delirious fun as the three… [+4381 chars]"
heretic,Why ‘Heretic’ Is One Of The Best Films Of The Year,FCT,"Hugh Grant as Mr. Reed in ""Heretic""  A24  The new A24 film Heretic premiered this past Thursday during the 38th annual AFI Fest in Hollywood, California at the historic TCL Chinese Theatre. The write… [+5078 chars]"
wicked,Wicked fans are weeping over secret cameo that pays homage to original Broadway show,FCT,"Wicked fans are weeping, again, but this time over a secret cameo that pays homage to the original Broadway show.   (Warning: Spoilers for Wicked follow)  The making of the movie musical and the inte… [+2489 chars]"
wicked,Wicked is a dazzling reminder of how good movie musicals can be,FCT,"Jon M. Chus Wicked adaptation gets at the heart of what makes musicals such a spectacular form of storytelling.  ByCharles Pulliam-Moore, a reporter focusing on film, TV, and pop culture. Before The … [+6710 chars]"
wicked,"Wicked Is a Rousing, Gorgeous, Slightly Drawn Out Musical Adventure",FCT,"The Wizard of Oz, the 1939 adaptation of L. Frank Baum’s novel, is one of the most beloved films in history. And, over the past nearly 100 years, audiences have been invited to return to its world in… [+5985 chars]"
wicked,Wicked Movie Reviews: Does Broadway Adaption Hit the Right Notes?,FCT,It’s the moment all music theater majors have been waiting for:  The big screen adaptation of Wicked is now playing across the country.  Starring Ariana Grande as Glinda and Cynthia Erivo as Elpahaba… [+3463 chars]
wicked,Wicked Review: A Broadway adaptation that’s way better than you might be expecting,FCT,"While it’s certainly designed with fans of the Broadway play in mind, Wicked goes down pretty easy for non-fans as well.   PLOT: The origin story of the so-called Wicked Witch of the West. While the … [+4101 chars]"
wicked,‘Wicked’ Toys Packaging Mistakenly Links to Porn Website: Where Was the Copy Editor?,PM,"Who knew the family film of the year could be so controversial?  In what appears to be a major copy-editing snafu, Universal Pictures and toy company Mattel made an unfortunate error with their line … [+2089 chars]"
wicked,Ariana Grande is ‘extra sparkly’ in more than 100 carats of ‘ethereal’ diamonds at ‘Wicked’ Sydney premiere,PM,Page Six may be compensated and/or receive an affiliate commission if you buy through our links. Featured pricing is subject to change.  Ariana Grande looked stunning in a shimmering pink gown at the… [+3769 chars]
wicked,Director Jon M. Chu joins ‘Wicked’ premiere from hospital as wife gives birth to daughter,PM,"Director Jon M. Chu and his wife, Kristin Hodge, expanded their family by one more, welcoming the birth of their daughter on Nov. 9.  Her birth coincided with another big moment in Chu's life: the Lo… [+3841 chars]"
wicked,Universal Just Released a NEW Starbucks Mug Collection!,PM,"Things are getting Wicked at Universal  Universal Starbucks  The latest series of Starbucks Discovery Series mugs are coming to Universal theme parks in both Hollywood and Florida. However, these des… [+1780 chars]"
wicked,"Challenged Athletes Foundation Featured in Inspiring Wicked PSA Promoting Accessibility and Resilience, Created by NBCUniversal",PM,"Los Angeles, CA, Nov. 18, 2024 (GLOBE NEWSWIRE) -- Ahead of the November 22 theatrical release of Universal Pictures new cinematic event, Wicked, the Challenged Athletes Foundation (CAF) and NBCUnive… [+7699 chars]"
gladiator_ii,Final Trailer for Ridley Scott's 'Gladiator II' with Denzel & Paul & Pedro,PM,"by Alex BillingtonNovember 18, 2024Source:YouTube  ""Just here for the games!"" Let the games begin. Paramount Pictures has debuted one final promo trailer for Ridley Scott's Gladiator II movie, the lo… [+2499 chars]"
gladiator_ii,"Final Trailer For Ridley Scott's GLADIATOR II Teases ""The Single Greatest Movie of the Year""",PM,"Paramount Pictures has released the final trailer for Ridley Scotts Gladiator II, which is set to hit theaters this week. The trailer offers up some new footage and includes pull quotes that praise t… [+2359 chars]"
gladiator_ii,GLADIATOR II World Premiere Red Carpet Rundown,PM,"Posted on November 14, 2024  Pin  Let’s go, Romans! The stars came out for the world premiere of Gladiator II in London and we are happy to report that not one of them attempted any sort of theme-dre… [+2174 chars]"
gladiator_ii,Gladiator II: The Final Trailer Teases Just How Epic This Film Will Be,PM,"Posted in: Movies, Paramount Pictures | Tagged: gladiator ii  Paramount has released the final trailer for Gladiator II, which teases the film's epic scope. It will be released in theaters on Friday.… [+2214 chars]"
heretic,Hugh Grant Joins Sophie Thatcher & Chloe East at AFI Fest 2024 Premiere of 'Heretic',PM,Hugh Grant is hitting the red carpet at the 2024 AFI Fest for the premiere of his new horror movie!  The 64-year-old actor joined co-stars Sophie Thatcher and Chloe East at the premiere of Heretic on… [+662 chars]
wicked,Mattel Apologizes For Scandalous Misprint on Wicked Dolls Packaging,PM,"Toy maker Mattel went into crisis response mode over the weekend, as shoppers discovered that the packaging for its dolls tied to upcoming Universal Pictures release Wicked included the URL for age-g… [+1402 chars]"
